,follows_target,n_followers,n_following,n_posts,posts_over_time,bio,post_1_content,post_2_content,post_3_content,likes_post_1,comments_post_1,likes_post_2,comments_post_2,likes_post_3,comments_post_3,likes_post_4,comments_post_4,likes_post_5,comments_post_5,post_4_content
malo_0h,1.0,517.0,540.0,949.0,1.0,• 30 - Pediatric NURSE - Hemodialysis👩🏻‍⚕️•(Un)concerned but (not) Indifferent🇫🇷🇮🇹🇪🇸🇵🇹🇬🇷🇹🇷🇺🇸🇲🇦🇭🇺🇬🇧🇲🇺🇷🇪🇧🇪🇩🇪🇵🇱🇳🇱🇸🇨🇬🇵,"malo_0h
- 🦀 Jour : Dimanche 10 mai 2020

Le dimanche, le jour du Seigneur pour certains, le jour de repos pour d'autres.
Aujourd'hui, il est pluvieux, froid et pas tellement représentatif d'un mois de mai. Alors ce matin, c'était l'occasion de regarder un film :
L'ordre des médecins, film de David Roux avec comme acteur principal, (Simon) Jéremie Renier.

Simon est médecin, pneumologue et passe sa vie à l'hôpital. Sa mère est malade, une rechute, elle est atteinte par le crabe (comme je l'appelle) et Simon ne peut rien faire.
Un film fort, poignant, qui met l'accent sur l'acceptation de la maladie, un sujet aussi difficile à annoncer qu'à vivre.
Jeu d'acteur époustoufflant de la part de @jeremierenier
La musique de @jonathanfitoussi_ colle parfaitement avec le sujet du film. Pesante comme l'atmosphère de l'hôpital, interminable comme les couloirs, les heures en salle d'attente pour les patients et les heures au boulot pour les médecins et les infirmiers. Puissante comme le moment fatidique auquel on croît s'être assez préparé... Je recommande vivement ce film, encore disponible sur canal. ""Tu sais ce qu'on dit ici? Tant que la mort n'a pas gagné, on est toujours en vie."" ""Tu seras où quand tu seras morte?
Bah je serai dans vos petites têtes. Tu ne m'oublieras pas parce que je serai là-dedans."" #lesfilmsdemaloh #nurselife #crabe #dimanche #lordredesmedecins #famille #maladie
5w","malo_0h
- 🏠 Jour 110 : Dimanche 19 avril 2020

Nous avons déjà passé 33 jours dans ce que l'on appelle, le confinement. Un mois que nos modes de vie ont changé du tout au tout, à cause d'un microscopique 🦠 qui veut notre peau.

Pour ma part, je continue d'aller travailler, de faire ce que je sais faire de mieux : soigner, m'occuper de mes patients, petits mais un peu des grands aussi.

Ce long moment a un goût de temps suspendu, comme le silence, que j'écoute avec plaisir tous les matins en ouvrant mes volets.
J'ai l'impression que c'est un peu comme si l'on voulait nous dire de nous recentrer sur l'essentiel, que l'on cesse cette vie à 100 à l'heure. Cette vie, si précieuse, qu'on flambe par les deux bouts sans vraiment la savourer finalement.

Je ne sais pas vous, (dîtes moi, je suis curieuse 😋) mais moi, j'apprends à apprécier chaque instant, à faire les choses une par une, à prendre le temps. J'ai réorganisé, rangé et appris à apprécié ma chambre/bureau. 😊
J'écoute le silence et la nature qui reprend ses droits. Je fais tout le sport 🧘🏻‍♀️🚴🏻‍♀️ dont mon corps a besoin et c'est top d'être en pleine forme. Et je ne m'ennuie jamais! Ceux qui s'ennuient, venez par ici, on pourrait parler, faire connaissance, partager. En attendant de retrouver nos amis, nos familles en vrai, en chair et en os, passons le temps ensemble ! 🤗

#nurselife #infirmiere #care #confinement #restezchezvous #athome #taketime #share #minimalisme
8w","malo_0h
Chair Challenge !

Cette fois-ci à angle droit, finalement vos critiques sont mes meilleurs encouragements pcq je me challenge contre moi-même et je me bats! 🔥💪🏻 4.03' pour moi!
À vous de jouer, je veux voir vos résultats! (Merci Marion, Hélène et Élisa pour les bonnes ondes et bons encouragements) 😘

@laurythilleman @juanarbelaezchef
#chairchallenge #nurse #dayoff #sport #teamtse
11w",,,1.0,,,,,,,,
watermcmahon,1.0,727.0,1892.0,271.0,1.0,Co-Founder of @smartpaani and One Planet Solution. Endurance Mountain Bike. 6-time Yak Attack. Consultant. Speaker @pelacase ambassador,"watermcmahon
Finally getting out riding regularly means a happy and tired dog
#mountainbiking #mtb #mtbnepal #bike #traildog #dogsofinstagram #rescuedog
19h","watermcmahon
Essential shopping run for @kar.macoffeenepal making Mia useful. 1 kg of coffee for 1.5 km run back. 2.5 years later the dog becomes useful 🤣
#traildog #dogsofinstagram #quarantinecoffee #coffee #ruffwear #nepalidog #rescuedog #fitdog
10w","watermcmahon
Yes we need to self isolate but water is essential and our systems are outdoors. If any issues arise contact us and we will sort it out with proper social distancing of course.
.
.

#Repost @smartpaani with @get_repost
・・・
Give us a call at 985-1246052 and we will be there!
#safewater #SmartPaani #Conserveeverydrop
12w",,,1.0,,,,,,,,
tessabeusekamp,1.0,583.0,362.0,74.0,1.0,• Hairdesigner & Education •• Master trainer @davines_nl •• Sessionhairstylist •Our sustainable journey ♡ Jacky,"tessabeusekamp
What do i miss this! Teaching & sharing
in a class with wonderful people.
Hope that the season can start again
after the summer.
But when it does i will be ready with a lot
of new cool things for you ;) Stay tuned
______________________________________________________
#sharingandcaring
#passion
#teaching
#hairstylist
#together
#oneteach
#twolearn
#davines_nl
#davinescolorista
#circlemoments
#wish
#backtonormal
#hair
#donewithdavines
#lovemyjob
#keepongrowing
#discoveryou
#dowhatyoulove
#lovewhatyoudo
#education
#creative
#hairdesigner
#tessabeusekamp
#deventer
5h","tessabeusekamp
B. l. o. n. d.
Love to use different colours of blond
to give depth in the hair and to make a
more original colour for @celinehuismann
______________________________________________________
@davinescolor
#blond
#haircolour
#hairinspo
#mediumhair
#hairdesigner
#hairstyling
#donewithdavines
#davinescolor
#phonephoto
#greatfull
#lovemyjob
#summeriscoming
#hair2020
#hair
#lovewhatyoudo
#haircraft
#magic
#sustaineblebeauty
#sustaineblebrand
#original
#tessabeusekamp
#deventer
2d","tessabeusekamp
•W o r l d O c e a n D a y•
Such a free feeling to be in the water and exploring the under water world. This picture reminds me of how happy i feel when in the water, can't wait to experience it again. In the mean time i'm drinking my tap water true my @dopper_official and i am on a sustainable journey to be better and if anyone has tips on volenteer work in the ocean please let me know ;)
So i can do more...
________________________________________
#oceanday2020
#ocean
#snorkeling
#underwater
#underwaterphoto
#water
#balance
#dopperwave
#dopper
#dopperbottle
#sustainable
#journey
#dogood
#bebetter
#bcorp
#watersoul
#volenteer
#comfortzoneskincare
#balivibes
#davines
#tessabeusekamp
#deventer
1w",,,1.0,,,,,,,,
kl_olga,1.0,503.0,371.0,83.0,1.0,,"kl_olga
Красивый деревенский вечер
3w","kl_olga
И снова 20 лет! Всего то второй раз! С днем рождения меня!
6w","kl_olga
Vrolijke Pasen
9w",,,1.0,,,,,,,,
zuliruba,1.0,147.0,310.0,556.0,,,,,,,,1.0,,,,,,,,
jessicawillemse76,1.0,871.0,1905.0,7931.0,1.0,"𝙸𝚗 𝚖𝚢 𝚏𝚎𝚎𝚍: 𝙶𝚎𝚛𝚛𝚒𝚝 🧔🏻, 👦🏼 𝙻𝚞𝚌𝚊𝚜 & 👧🏼 𝚂𝚘𝚏𝚒𝚎. 𝚌𝚛𝚎𝚊𝚝𝚒𝚎𝚟𝚎 𝚍𝚒𝚗𝚐𝚎𝚗, 𝚐𝚎𝚣𝚘𝚗𝚍 𝚎𝚝𝚎𝚗, 𝚗𝚊𝚝𝚞𝚞𝚛, 𝚙𝚘𝚜𝚒𝚝𝚒𝚎𝚟𝚒𝚝𝚎𝚒𝚝 & 𝚐𝚎𝚗𝚒𝚎𝚝𝚎𝚗! 𝙼𝚎𝚝 𝚘𝚊 𝙺𝚒𝚛𝚋𝚢 𝚍𝚎 𝚑𝚊𝚖𝚜𝚝𝚎𝚛 & 𝚍𝚒𝚗𝚘’𝚜 🦖","jessicawillemse76
Look what the mailman brought today 🤩 #animalcrossing #guide #animalcrossingnewhorizons #nintendoswitch #nintendo
4h","jessicawillemse76
9! Vijgen in mijn inimini boompje 🤩 #vijgen #vijgenboom #inonzeachtertuin
11h","jessicawillemse76
Verstopt in het vlinderkastje tussen de klimop, in onze achtertuin 😊 #nachtvlinder #ssst #vlinderkastje #inonzeachtertuin
1d",,,1.0,,,,,,,,
marvicara,1.0,432.0,522.0,41.0,,,,,,,,1.0,,1.0,,,,,,
farago_ptr,1.0,214.0,999.0,8.0,,,,,,,,1.0,,,,,,,,
t_ess0a,1.0,464.0,462.0,282.0,1.0,PhD Student Biodiversity conservation | Powerlifter,"t_ess0a
#backtoconventional #deadlift #powerlifting #kdk #kraftdreikampf #blondegirl #training #kreuzheben
6h","t_ess0a
#happyplace #kdk #powerlifting #kraftdreikampf #squats #blondehair #training #kdkgirls
6d","t_ess0a
#vonderseitewieeinlauch #kdk #garagegym #powerlifting #blondegirl #training
1w",,,1.0,,,,,,,,
alisespinozar,1.0,838.0,610.0,62.0,1.0,,"alisespinozar
Vida pre-cuarentena 😛
11w","alisespinozar
Do I wanna know?
14w","alisespinozar
Here comes the sun 🌞
49w",,,1.0,,,,,,,,
turnen_floor,1.0,409.0,603.0,23.0,,𝔼𝕟𝕛𝕠𝕪 Tᕼᗴ 𝗹𝗶𝘁𝘁𝗹𝗲 𝚝𝚑𝚒𝚗𝚐𝚜Besties 🌎🤞🏻💞,,,,,,1.0,,,,,,,,
eva_de_la_renta,,1602.0,1161.0,536.0,1.0,"Eventually all the pieces fall into place... until then, laugh at the confusion, live for the moment, and know that everything happens for a reason","eva_de_la_renta
➳ ᗯOᖇᖇY ᒪEᔕᔕ, ᔕᗰIᒪE ᗰOᖇE.
ᗪOᑎ‘T ᖇEGᖇET, ᒍᑌᔕT ᒪEᗩᖇᑎ & GᖇOᗯ ✨
.
.
.
4d","eva_de_la_renta
➳ 𝓁𝒾𝒻𝑒 𝒾𝓈 𝒶𝓁𝓁 𝒶𝒷𝑜𝓊𝓉 𝒷𝒶𝓁𝒶𝓃𝒸𝑒.
𝓎𝑜𝓊 𝒹𝑜𝓃’𝓉 𝒶𝓁𝓌𝒶𝓎𝓈 𝓃𝑒𝑒𝒹 𝓉𝑜 𝒷𝑒 𝑔𝑒𝓉𝓉𝒾𝓃𝑔 𝓈𝓉𝓊𝒻𝒻 𝒹𝑜𝓃𝑒. 𝓈𝑜𝓂𝑒𝓉𝒾𝓂𝑒𝓈 𝒾𝓉‘𝓈 𝓅𝑒𝓇𝒻𝑒𝒸𝓉𝓁𝓎 𝑜𝓀𝒶𝓎, 𝒶𝓃𝒹 𝒶𝒷𝓈𝑜𝓁𝓊𝓉𝑒𝓁𝓎 𝓃𝑒𝒸𝑒𝓈𝓈𝒶𝓇𝓎, 𝓉𝑜 𝓈𝒽𝓊𝓉 𝒹𝑜𝓌𝓃, 𝓀𝒾𝒸𝓀 𝒷𝒶𝒸𝓀, 𝒶𝓃𝒹 𝒹𝑜 𝓃𝑜𝓉𝒽𝒾𝓃𝑔
.
.
.
1w","eva_de_la_renta
➳ ... 💭
.
.
2w",,,1.0,,,,,,,,
lola_mot,1.0,589.0,578.0,109.0,1.0,In a hole in the ground there lived a Lolette 🌱| theatrekid 🎭 | Archi Ulg 📐 | @lyncisintercrus 🤠,"lola_mot
Mon bae ❤️
2w","lola_mot
• Les autres pas me font rentrer sous terre. Le tien m’appellera hors du terrier, comme une musique. • (oui oui, j’ai encore des photos à poster......)
6w","lola_mot
Peut-être qu’un jour j’arrêterai de poster mes photos de voyages datant d’il y a 2 mois ... 🙃
7w",,,1.0,,,,,,,,
diiasioalessandro,1.0,61.0,234.0,0.0,,,,,,,,1.0,,,,,,,,
earth_._lover,1.0,569.0,213.0,42.0,1.0,"""با زمین کمی مهربان باشیم""هر جمعه صبح و روزهای تعطیل برای تفریح و کمک به داشتن طبیعت بدون زباله به دل طبیعت میزنیم :)@mohammad_2r","earth_._lover
خب بنظر شما باید بگیم کمتر باید اسراف بشه یا بگیم به کسی ربطی نداره و هرکسی به اندازه کاسه خودش میتونه سوپ بخوره!!؟ :) ................................................................
#بحران_کم_آبی
#بحران_آب
#آب_مایع_حیات_است
#بی_آبی_را_جدی_بگیریم
#خشکسالی
#بی_عدالتی
#کمبود_آب
#آشغالیست_ها
#با_زمین_کمی_مهربان_باشیم
#بحران_بی_آبی
#اسراف_نکنیم
#انسان_باشیم
4w","earth_._lover
این روزا قرنطینه باعث شده تمام وعده هامون تو خونه مصرف بشه و خیییلی بیشتر زباله تولید میکنیم

بهتره ابن مدت بیشتر به تفکیک و بازیافت دقت کنیم ....................................................................
#با_طبیعت_مهربان_باشیم
#با_زمین_کمی_مهربان_باشیم
#بازیافت
#بازیافت_خانگی
#تفکیک_زباله_در_منزل
#تفکیک_زباله
#قرنطینه
#recycle
#trashtag
#trashtag_iran
#trash_tag
#zerowaste
@mihanfood
9w","earth_._lover
.
بهترین راه کنترل،پیشگیریه
لطفاً جدی بگیرید
اطلاع رسان باشیم .................................................................
#ویروس_کرونا
#پیشگیری_از_کرونا
16w",,,1.0,,,,,,,,
madamesonderbar,1.0,1194.0,2054.0,2103.0,1.0,,"madamesonderbar
@gluecksbringer_tgp #horse #animals #nature #bavaria
2w","madamesonderbar
#bavaria #chapel
2w","madamesonderbar
Voll ins Herz geschlossen <3

#dog #dogsofinstagram
3w",,,1.0,,,,,,,,
roosspekman,1.0,249.0,418.0,393.0,,,,,,,,1.0,,1.0,,1.0,True Hero!!🙌1wReply,,,
naokisf,1.0,639.0,1653.0,353.0,1.0,BLACK LIVES MATTER Bay Area • DMV📍South City🇮🇪🇭🇷🇧🇦@mmccarthyphotography,"naokisf
South San Francisco
June 4, 2020
#blacklivesmatter #bayareaprotest #justiceforgeorgefloyd #justiceforbreonnataylor
1w","naokisf
South San Francisco
June 4, 2020
#blacklivesmatter #bayareaprotest #justiceforgeorgefloyd #justiceforbreonnataylor #riseinpower
1w","naokisf
South San Francisco
Rise in Power Protest
June 4, 2020
#blacklivesmatter #blacklivesmatter✊🏽✊🏾✊🏿 #justiceforgeorgefloyd #nojusticenopeace •••••••
More South City and SF protest photos will be posted the next couple days
1w",,,1.0,,,,,,,,
berrypost,1.0,243.0,388.0,32.0,1.0,,"berrypost
🌴
3w","berrypost
❄️
15w","berrypost
I
15w",,,1.0,,1.0,,1.0,,,,
daphne.zwart,,350.0,391.0,174.0,,° Steward @ Johan Cruijff ArenA ⚽ ❌❌❌° Hostesse @ A'dam Lookout 👩🏼‍💼 🌺🌺🌺° International Media & Entertainment Management 📚🎓,,,,,,1.0,,,,,,,,
ryan_zwem,1.0,543.0,804.0,76.0,,"📍Rotterdam, The Netherlands            📸@ryanvdouden 🏊‍♂️I’m a swimmerPoseidon’56",,,,,,1.0,,,,,,,,
powerlynnja,1.0,173.0,593.0,189.0,,LUXEMBOURG🌭 @grillbarrond 🍔 @shackluxembourg,,,,,,1.0,,,,,,,,
thriving.tiff,,71.0,103.0,63.0,1.0,💜 𝙿𝚞𝚛𝚜𝚞𝚒𝚗𝚐 𝚊 𝚑𝚎𝚊𝚕𝚝𝚑𝚢 & 𝚑𝚊𝚙𝚙𝚢 𝚕𝚒𝚏𝚎𝚜𝚝𝚢𝚕𝚎 💜 𝙲𝚛𝚘𝚜𝚜𝚏𝚒𝚝💜 𝙱𝚎𝚊𝚞𝚝𝚢 𝚕𝚘𝚟𝚎𝚛💜 𝚂𝚗𝚎𝚊𝚔𝚎𝚛𝚏𝚛𝚎𝚊𝚔💜 #𝚙𝚎𝚕𝚊𝚠𝚊𝚟𝚎𝚖𝚊𝚔𝚎𝚛,"thriving.tiff
A lot of people said yes to my story where I posted about doing more to go zero waste. It was 100%! After that I made a post asking what are your biggest struggles with going zero waste. My top 3 answers: 1. not enough sustainable alternatives available in store 2. the use of personal care products 3. Vegetables and fruit wrapped in plastic in the grocery store (My own answer). For more information check the link in my bio!
@pelacase #pelawavemaker
1d","thriving.tiff
𝚅𝚘𝚕𝚔𝚘𝚛𝚎𝚗 𝚙𝚒𝚣𝚣𝚊 😍
1d","thriving.tiff
My favorite coffee hotspot in town! I recently saw that they sell reusable cups so you can get a refill at any time with your own coffee cup! That’s a nice way to help the environment. I’m getting mine the next time I get there. 🙈
@pelacase #pelawavemaker #ecofriendlyeating
6d",,,1.0,,,,,,,,
elliotwhittard,1.0,582.0,944.0,310.0,,LondonVirologist🔬🧫🧬 Sox Nation ⚾️,,,,,,1.0,,,,,,,,
helena.aalders,1.0,346.0,906.0,69.0,,Helena14 jaar24/10/2005,,,,,,1.0,,,,,,,,
suztain,1.0,11200.0,265.0,353.0,1.0,🍃DK’s største bæredygtige nonfood webshop🌎 Et univers af miljøvenlige produkter💚 Prisstærkt udvalg af kvalitetsvarer📸 #suztain #rensundfornuft,"suztain
Sankt Hans står for døren og med denne smarte trækul-ovn fra @kadaifirebowls kan du lave dine helt egne, hjemmelavede trækul uden bindemidler og tilsætningsstoffer🔥⠀
⠀
Ovnen er også perfekt til hyggelige grillaftener og bålhygge (men 𝗵𝘂𝘀𝗸 at undersøge bålet for pindsvin, fugle og andet dyreliv inden bålet antændes🦔)⠀
Den måler 43x26x23 cm og kan lave cirka 2,5 kilo af gangen.⠀
TIP: Trækul er også fantastisk til havebrug hvor det lagt i jorden holder på både vand og næringsstoffer🌾⠀
⠀
Er du mere til en færdig løsning, så har vi miljøvenlige og lugtneutrale optændingsbriketter fremstillet i Tyskland af FSC træuld og mineralsk paraffin 🌳⠀
Lige nu kan du købe 4 pakker for 96 kroner og spare 25%🌱 Link til video med trækulsovnen ligger i bio🍃
.
.
.
#kadai #sankthans #sankthansaften #bålhygge #grillhygge #husoghave #haveliv #haveglæde #udeliv #mindreplast #grønnerehverdag #grønforskel #miljøvenligt #naturligt #bæredygtigt #bæredygtighed #paspånaturen #mindreaffald #plastfri #genanvendelig #zerowastedanmark #suztain #rensundfornuft
16h","suztain
Det skønne sommervejr betyder flere udendørsaktiviteter og med dem følger oftest flere sår og skrammer✖️Det er helt naturligt - og det samme er plastrene fra @patchstrips🌍⠀
Her får du nemlig et plaster lavet i den blødeste, økologiske bambus og som samtidig er naturligt, åndbart og allergivenligt Hverken plaster eller indpakning indeholder plastik og indholdet er 100% komposterbart💚⠀
De 4 varianter har forskellige egenskaber, som hver sikrer en naturlig hjælp til heling af dine sår. Til de mindste findes plasteret med de fineste små pandabjørne, som er ret uimodståelige🐼⠀
⠀
Du finder @patchstrips.dk hos Suztain.com eller hos nogle af vores partnerbutikker🍃 .
.
.
#patchstrips #komposterbar #bæredygtighed #dkgreen #bandaids #bæredygtigt #plastfri #zerowastedanmark #mindreaffald #naturligt #bæredygtiglivsstil #grønnerehverdag #grønforskel #grønomstilling #miljøvenligt #miljøvenlig #mindreplast #paspåmiljøet #paspånaturen #zerowastedk #grønlivsstil #plasters #bamboofibre #zerowastefamily #lifewithoutplastic #suztain #rensundfornuft
1d","suztain
Vi er så glade for at kunne præsentere denne 𝗡𝗬𝗛𝗘𝗗 for jer: De helt vidunderlige Aleppo sæber fra @alepia_france 🍃⠀⠀⠀⠀
⠀⠀⠀⠀
Aleppo sæberne kommer oprindeligt fra Syrien og har et 100% naturligt indhold, hvor hovedingredienserne er en exceptionel blanding af 𝗼𝗹𝗶𝘃𝗲𝗻𝗼𝗹𝗶𝗲 og 𝗹𝗮𝘂𝗿𝗯æ𝗿𝗼𝗹𝗶𝗲. Laurbærolie er anerkendt af hudlæger på grund af dets naturlige antibakterielle egenskaber som hjælper med at rense huden og holde den frisk. Sæberne er fantastiske til pleje af al slags hud og fås med forskelligt indhold af laurbærolie.⠀⠀
En sæbe med et højt indhold af laurbærolie er uundværlig, hvis du døjer med tørre og sprukne hænder efter håndvask og sprit, lider af akne, psoriasis eller eksemramt hud💚⠀⠀
⠀⠀⠀
Vælg variant efter din hudtype:⠀⠀⠀⠀
𝟭% - Babyhud (Særlig god til knopper og røde numser)⠀⠀⠀⠀
𝟱% - Sensitiv til almindelig hud (perfekt til tørre hænder)⠀⠀⠀⠀
𝟮𝟱% - Almindelig til problemhud⠀⠀⠀⠀
𝟰𝟬% - Problemhud (Akne, psoriasis)⠀⠀⠀⠀
⠀⠀⠀⠀
Derudover findes Aleppo sæber som indeholder pink ler, nigella olie, gedemælk, kaffe og meget andet. Er man til flydende sæbe, så fåes det også!💚⠀⠀⠀⠀
⠀⠀⠀⠀
Flere af sæberne kan bruges til både krops- og håndvask, shampoo og barbersæbe og indeholder mellem 100 og 190gram, så du har sæbe længe!🧼⠀⠀⠀⠀
De kommer uden plastikemballage, indeholder ned til bare 4 ingredienser og prisen for en Aleppo sæbe med 5% laurbærolie starter ved kun 39 kroner🍃 (direkte link i bio)⠀ .
.
.
#alepposæbe #alepposoap #alepia #sæbebar #shampoobar #fastsæbe #fastshampoo #mindreplast #grønnerehverdag #grønforskel #miljøvenligt #naturligt #bæredygtigt #bæredygtighed #paspånaturen #mindreaffald #plastfri #genanvendelig #klimavenlig #zerowastedanmark #lessplasticwaste #bæredygtigt #miljøvenlig #solidshampoo #soapbar #soapbars #savondalep #suztain #rensundfornuft
3d",,,1.0,,,,,,,,
